signal_i,entry_i,exit_i,side,entry_price,initial_risk,initial_stop,exit_price,exit_reason,tp_i,tp_price,partial,gross_r,net_r,tail_price_r,gross_pnl,fees,net_pnl,censored,ambiguous_bar_count,entry_open_beyond_target,same_open_be_approximation,marketable_be_approximation,signal_time,entry_time,exit_time,signal_close,month,hold_hours,rsi,gate_rsi_line,gate_sar_strong_same_bar,gate_sar_strong_window,gate_sar_direction
186352,186353,186467,-1,4536.99,136.10969999999998,4673.0997,4411.04,opposite_signal_close,186461.0,4443.09,True,0.8076206177810967,0.7417615717322111,0.9253565322677211,109.92499999999973,8.964055,100.96094499999973,False,0,False,False,False,2025-10-08T17:20:00+00:00,2025-10-08T17:25:00+00:00,2025-10-09T02:55:00+00:00,2025-10-08T17:25:00+00:00,2025-10,9.583333333333334,80.52770735810097,True,False,False,False
186467,186468,186635,1,4411.03,132.33089999999999,4278.6991,4278.6991,initial_stop,,,False,-0.9999999999999996,-1.065666666666666,-0.9999999999999996,-132.33089999999993,8.689729100000001,-141.02062909999992,False,0,False,False,False,2025-10-09T02:55:00+00:00,2025-10-09T03:00:00+00:00,2025-10-09T16:55:00+00:00,2025-10-09T03:00:00+00:00,2025-10,14.0,18.38513142727686,True,False,True,False
186533,186534,186904,1,4338.23,130.1469,4208.0831,4208.0831,initial_stop,,,False,-0.999999999999998,-1.0656666666666645,-0.999999999999998,-130.14689999999973,8.546313099999999,-138.69321309999972,False,0,False,False,False,2025-10-09T08:25:00+00:00,2025-10-09T08:30:00+00:00,2025-10-10T15:20:00+00:00,2025-10-09T08:30:00+00:00,2025-10,30.916666666666668,15.92552679710522,True,False,False,False
186536,186537,186904,1,4337.68,130.1304,4207.5496,4207.5496,initial_stop,,,False,-1.0,-1.0656666666666668,-1.0,-130.1304,8.5452296,-138.6756296,False,0,False,False,False,2025-10-09T08:40:00+00:00,2025-10-09T08:45:00+00:00,2025-10-10T15:20:00+00:00,2025-10-09T08:45:00+00:00,2025-10,30.666666666666668,21.723078633960895,True,False,False,False
186902,186903,186906,1,4255.71,127.6713,4128.0387,4128.0387,initial_stop,,,False,-0.9999999999999998,-1.0656666666666665,-0.9999999999999998,-127.67129999999997,8.383748700000002,-136.0550487,False,0,False,False,False,2025-10-10T15:10:00+00:00,2025-10-10T15:15:00+00:00,2025-10-10T15:30:00+00:00,2025-10-10T15:15:00+00:00,2025-10,0.3333333333333333,24.013043967380312,True,False,False,False
186906,186907,186953,1,4093.81,122.81429999999999,3970.9957,3970.9957,initial_stop,,,False,-1.0000000000000002,-1.0656666666666668,-1.0000000000000002,-122.8143,8.0648057,-130.8791057,False,0,False,False,False,2025-10-10T15:30:00+00:00,2025-10-10T15:35:00+00:00,2025-10-10T19:25:00+00:00,2025-10-10T15:35:00+00:00,2025-10,3.9166666666666665,9.747340918899653,True,False,False,False
186925,186926,186953,1,4099.99,122.99969999999999,3976.9903,3976.9903,initial_stop,,,False,-0.9999999999999989,-1.0656666666666654,-0.9999999999999989,-122.99969999999985,8.0769803,-131.07668029999985,False,0,False,False,False,2025-10-10T17:05:00+00:00,2025-10-10T17:10:00+00:00,2025-10-10T19:25:00+00:00,2025-10-10T17:10:00+00:00,2025-10,2.3333333333333335,32.906303333851255,False,False,True,True
186950,186951,186970,1,4029.26,120.87780000000001,3908.3822,3908.3822,initial_stop,,,False,-1.0000000000000016,-1.0656666666666683,-1.0000000000000016,-120.8778000000002,7.937642200000001,-128.8154422000002,False,0,False,False,False,2025-10-10T19:10:00+00:00,2025-10-10T19:15:00+00:00,2025-10-10T20:50:00+00:00,2025-10-10T19:15:00+00:00,2025-10,1.6666666666666667,22.92416096811587,True,False,False,False
187477,187478,187497,-1,4014.22,120.4266,4134.6466,4134.6466,initial_stop,,,False,-1.000000000000002,-1.0676666666666685,-1.000000000000002,-120.42660000000024,8.1488666,-128.57546660000023,False,0,False,False,False,2025-10-12T15:05:00+00:00,2025-10-12T15:10:00+00:00,2025-10-12T16:45:00+00:00,2025-10-12T15:10:00+00:00,2025-10,1.6666666666666667,81.35901542752252,True,False,False,False
187480,187481,187546,-1,4061.81,121.8543,4183.6643,4183.6643,initial_stop,,,False,-1.0000000000000036,-1.0676666666666703,-1.0000000000000036,-121.85430000000042,8.245474300000001,-130.09977430000043,False,0,False,False,False,2025-10-12T15:20:00+00:00,2025-10-12T15:25:00+00:00,2025-10-12T20:50:00+00:00,2025-10-12T15:25:00+00:00,2025-10,5.5,81.74094215875056,True,False,False,False
187722,187723,187930,1,4077.6,122.32799999999999,3955.272,4085.7552,break_even,187799.0,4199.83,True,0.5329327709109941,0.4657331714734165,0.0666666666666679,65.19260000000008,8.2203926,56.97220740000009,False,0,False,False,False,2025-10-13T11:30:00+00:00,2025-10-13T11:35:00+00:00,2025-10-14T04:50:00+00:00,2025-10-13T11:35:00+00:00,2025-10,17.333333333333332,32.36171873211731,False,False,False,False
187941,187942,187995,1,4066.89,122.0067,3944.8833,3944.8833,initial_stop,,,False,-0.9999999999999993,-1.0656666666666659,-0.9999999999999993,-122.00669999999991,8.0117733,-130.0184732999999,False,0,False,False,False,2025-10-14T05:45:00+00:00,2025-10-14T05:50:00+00:00,2025-10-14T10:15:00+00:00,2025-10-14T05:50:00+00:00,2025-10,4.5,29.385028090024875,True,False,True,False
187953,187954,188338,1,3994.99,119.84969999999998,3875.1403,4002.9799799999996,break_even,188260.0,4144.39,True,0.6566139923587644,0.5892907116997389,0.06666666666666528,78.69499000000019,8.06867499,70.62631501000018,False,0,False,False,False,2025-10-14T06:45:00+00:00,2025-10-14T06:50:00+00:00,2025-10-15T14:50:00+00:00,2025-10-14T06:50:00+00:00,2025-10,32.083333333333336,22.001507032374874,True,False,True,False
188339,188340,188536,1,4007.49,120.22469999999998,3887.2653,4015.5049799999997,break_even,188530.0,4044.98,True,0.18924971324528223,0.12239379686537027,0.06666666666666604,22.75249000000008,8.03773249,14.71475751000008,False,0,False,False,False,2025-10-15T14:55:00+00:00,2025-10-15T15:00:00+00:00,2025-10-16T07:20:00+00:00,2025-10-15T15:00:00+00:00,2025-10,16.416666666666668,29.48853283960257,True,False,True,False
188639,188640,188821,1,3905.19,117.1557,3788.0343000000003,3788.0343000000003,initial_stop,,,False,-0.9999999999999983,-1.065666666666665,-0.9999999999999983,-117.1556999999998,7.693224300000001,-124.8489242999998,False,0,False,False,False,2025-10-16T15:55:00+00:00,2025-10-16T16:00:00+00:00,2025-10-17T07:05:00+00:00,2025-10-16T16:00:00+00:00,2025-10,15.166666666666666,22.364103017820753,True,False,True,False
188667,188668,188821,1,3890.0,116.69999999999999,3773.3,3773.3,initial_stop,,,False,-0.9999999999999986,-1.0656666666666652,-0.9999999999999986,-116.69999999999982,7.6633000000000004,-124.36329999999982,False,0,False,False,False,2025-10-16T18:15:00+00:00,2025-10-16T18:20:00+00:00,2025-10-17T07:05:00+00:00,2025-10-16T18:20:00+00:00,2025-10,12.833333333333334,38.49589781552675,False,False,False,False
188857,188858,189110,1,3720.6,111.618,3608.982,3907.41,opposite_signal_close,189108.0,3903.9300000000003,True,1.6580659033489238,1.5897411707789082,1.6736547868623337,185.07000000000016,7.626270000000001,177.44373000000016,False,0,False,False,False,2025-10-17T10:05:00+00:00,2025-10-17T10:10:00+00:00,2025-10-18T07:10:00+00:00,2025-10-17T10:10:00+00:00,2025-10,21.083333333333332,40.18574370495607,False,False,False,False
189110,189111,189356,-1,3907.41,117.22229999999999,4024.6322999999998,3899.59518,break_even,189325.0,3858.33,True,0.2426791659948661,0.1762551784941943,0.06666666666666714,28.44740999999999,7.78637259,20.66103740999999,False,0,False,False,False,2025-10-18T07:10:00+00:00,2025-10-18T07:15:00+00:00,2025-10-19T03:40:00+00:00,2025-10-18T07:15:00+00:00,2025-10,20.5,69.83525658280911,False,False,False,False
189447,189448,189666,-1,3940.66,118.21979999999999,4058.8797999999997,4058.8797999999997,initial_stop,,,False,-0.9999999999999988,-1.0676666666666654,-0.9999999999999988,-118.21979999999985,7.999539799999999,-126.21933979999984,False,0,False,False,False,2025-10-19T11:15:00+00:00,2025-10-19T11:20:00+00:00,2025-10-20T05:30:00+00:00,2025-10-19T11:20:00+00:00,2025-10,18.25,66.66539582614098,False,False,False,False
189477,189478,189670,-1,3951.58,118.5474,4070.1274,4070.1274,initial_stop,,,False,-0.9999999999999994,-1.067666666666666,-0.9999999999999994,-118.54739999999993,8.0217074,-126.56910739999992,False,0,False,False,False,2025-10-19T13:45:00+00:00,2025-10-19T13:50:00+00:00,2025-10-20T05:50:00+00:00,2025-10-19T13:50:00+00:00,2025-10,16.083333333333332,72.28484018492807,True,False,False,False
189940,189941,190069,1,3873.5,116.205,3757.295,4028.47,opposite_signal_close,190067.0,3993.85,True,1.1846306096983765,1.1167793124220116,1.3335914977840868,137.65999999999985,7.88466,129.77533999999986,False,0,False,False,False,2025-10-21T04:20:00+00:00,2025-10-21T04:25:00+00:00,2025-10-21T15:05:00+00:00,2025-10-21T04:25:00+00:00,2025-10,10.75,19.625402982134815,True,False,False,False
190069,190070,190902,-1,4028.47,120.85409999999999,4149.3241,4020.41306,break_even,190308.0,3780.63,True,1.0587019389495254,0.9930939742218081,0.06666666666666618,127.94846999999982,7.928991529999999,120.01947846999981,False,0,False,False,False,2025-10-21T15:05:00+00:00,2025-10-21T15:10:00+00:00,2025-10-24T12:30:00+00:00,2025-10-21T15:10:00+00:00,2025-10,69.41666666666667,75.26330869348475,True,False,False,False
190073,190074,191468,-1,4052.7,121.58099999999999,4174.281,4044.5946,break_even,190308.0,3780.63,True,1.1522170404915228,1.0867025908653476,0.066666666666666,140.0876999999998,7.9653123,132.12238769999982,False,0,False,False,False,2025-10-21T15:25:00+00:00,2025-10-21T15:30:00+00:00,2025-10-26T11:40:00+00:00,2025-10-21T15:30:00+00:00,2025-10,116.25,75.49832785834616,True,False,False,False
190808,190809,191421,-1,3961.62,118.84859999999999,4080.4685999999997,3953.69676,break_even,191351.0,3925.71,True,0.18440789374043925,0.117925634967513,0.06666666666666733,21.916619999999966,7.90132338,14.015296619999965,False,0,False,False,False,2025-10-24T04:40:00+00:00,2025-10-24T04:45:00+00:00,2025-10-26T07:45:00+00:00,2025-10-24T04:45:00+00:00,2025-10,51.083333333333336,84.05529712540046,True,False,False,False
190811,190812,191434,-1,3972.8,119.184,4091.9840000000004,3964.8544,break_even,191351.0,3925.71,True,0.2308850181232387,0.16444923647469525,0.06666666666666678,27.51780000000008,7.918082200000001,19.59971780000008,False,0,False,False,False,2025-10-24T04:55:00+00:00,2025-10-24T05:00:00+00:00,2025-10-26T08:50:00+00:00,2025-10-24T05:00:00+00:00,2025-10,51.916666666666664,85.34635702472173,True,False,False,False
190831,190832,191440,-1,3978.83,119.36489999999999,4098.1948999999995,3970.87234,break_even,191351.0,3925.71,True,0.25584430598944885,0.18943348362877163,0.06666666666666694,30.53882999999996,7.9271211699999995,22.611708829999962,False,0,False,False,False,2025-10-24T06:35:00+00:00,2025-10-24T06:40:00+00:00,2025-10-26T09:20:00+00:00,2025-10-24T06:40:00+00:00,2025-10,50.75,64.181274068602,False,False,True,True
191603,191604,192064,-1,4158.91,124.76729999999999,4283.6773,4150.59218,break_even,191872.0,4118.29,True,0.19611637023482958,0.12964581993839772,0.06666666666666836,24.46891000000005,8.29335109,16.17555891000005,False,0,False,False,False,2025-10-26T22:55:00+00:00,2025-10-26T23:00:00+00:00,2025-10-28T13:20:00+00:00,2025-10-26T23:00:00+00:00,2025-10,38.416666666666664,75.97560441320908,True,False,False,False
192138,192139,192157,1,4064.56,121.93679999999999,3942.6232,3942.6232,initial_stop,,,False,-0.9999999999999997,-1.065666666666666,-0.9999999999999997,-121.93679999999995,8.0071832,-129.94398319999993,False,0,False,False,False,2025-10-28T19:30:00+00:00,2025-10-28T19:35:00+00:00,2025-10-28T21:05:00+00:00,2025-10-28T19:35:00+00:00,2025-10,1.5833333333333333,29.583081092337025,True,False,False,False
192147,192148,192415,1,3985.98,119.57939999999999,3866.4006,3866.4006,initial_stop,,,False,-1.0000000000000007,-1.0656666666666674,-1.0000000000000007,-119.57940000000008,7.8523806,-127.43178060000008,False,0,False,False,False,2025-10-28T20:15:00+00:00,2025-10-28T20:20:00+00:00,2025-10-29T18:35:00+00:00,2025-10-28T20:20:00+00:00,2025-10,22.333333333333332,15.842740895035519,True,False,False,False
192476,192477,192644,1,3890.41,116.71229999999998,3773.6976999999997,3773.6976999999997,initial_stop,,,False,-1.0000000000000013,-1.065666666666668,-1.0000000000000013,-116.71230000000014,7.6641077,-124.37640770000014,False,0,False,False,False,2025-10-29T23:40:00+00:00,2025-10-29T23:45:00+00:00,2025-10-30T13:40:00+00:00,2025-10-29T23:45:00+00:00,2025-10,14.0,33.416657892189065,False,False,False,False
193703,193704,193818,1,3730.34,111.9102,3618.4298000000003,3618.4298000000003,initial_stop,,,False,-0.9999999999999982,-1.065666666666665,-0.9999999999999982,-111.9101999999998,7.348769800000001,-119.2589697999998,False,0,False,False,False,2025-11-03T05:55:00+00:00,2025-11-03T06:00:00+00:00,2025-11-03T15:30:00+00:00,2025-11-03T06:00:00+00:00,2025-11,9.583333333333334,37.06517806573167,False,False,True,False
193824,193825,194116,1,3565.45,106.9635,3458.4865,3458.4865,initial_stop,,,False,-0.9999999999999986,-1.0656666666666652,-0.9999999999999986,-106.96349999999984,7.0239365,-113.98743649999984,False,0,False,False,False,2025-11-03T16:00:00+00:00,2025-11-03T16:05:00+00:00,2025-11-04T16:20:00+00:00,2025-11-03T16:05:00+00:00,2025-11,24.333333333333332,21.649697871656983,True,False,False,False
193991,193992,194126,1,3490.61,104.7183,3385.8917,3385.8917,initial_stop,,,False,-1.0,-1.0656666666666668,-1.0,-104.7183,6.8765017,-111.5948017,False,0,False,False,False,2025-11-04T05:55:00+00:00,2025-11-04T06:00:00+00:00,2025-11-04T17:10:00+00:00,2025-11-04T06:00:00+00:00,2025-11,11.25,14.54956630570932,True,False,False,False
194127,194128,194142,1,3376.61,101.2983,3275.3117,3275.3117,initial_stop,,,False,-0.9999999999999993,-1.065666666666666,-0.9999999999999993,-101.29829999999993,6.651921700000001,-107.95022169999993,False,0,False,False,False,2025-11-04T17:15:00+00:00,2025-11-04T17:20:00+00:00,2025-11-04T18:30:00+00:00,2025-11-04T17:20:00+00:00,2025-11,1.25,18.037980572589703,True,False,False,False
194161,194162,194163,1,3223.87,96.7161,3127.1539,3127.1539,initial_stop,,,False,-1.000000000000001,-1.0656666666666677,-1.000000000000001,-96.7161000000001,6.3510238999999995,-103.0671239000001,False,0,False,False,False,2025-11-04T20:05:00+00:00,2025-11-04T20:10:00+00:00,2025-11-04T20:15:00+00:00,2025-11-04T20:10:00+00:00,2025-11,0.16666666666666666,29.643602157112127,True,False,True,False
194179,194180,194412,1,3100.99,93.02969999999999,3007.9602999999997,3420.34,opposite_signal_close,194396.0,3385.58,True,3.2459526366311002,3.1760400173278027,3.4327746945330406,301.97000000000025,6.50395,295.4660500000003,False,0,False,False,False,2025-11-04T21:35:00+00:00,2025-11-04T21:40:00+00:00,2025-11-05T17:00:00+00:00,2025-11-04T21:40:00+00:00,2025-11,19.416666666666668,27.713805833368383,True,False,True,False
194412,194413,194671,-1,3420.35,102.61049999999999,3522.9604999999997,3335.27,opposite_signal_close,194648.0,3356.62,True,0.7251207235127007,0.6591791775695468,0.8291549110471145,74.40499999999997,6.7662949999999995,67.63870499999997,False,0,False,False,False,2025-11-05T17:00:00+00:00,2025-11-05T17:05:00+00:00,2025-11-06T14:35:00+00:00,2025-11-05T17:05:00+00:00,2025-11,21.583333333333332,64.89825294217694,False,False,False,False
194671,194672,194920,1,3335.27,100.0581,3235.2119,3235.2119,initial_stop,,,False,-1.000000000000002,-1.0656666666666688,-1.000000000000002,-100.0581000000002,6.5704819,-106.6285819000002,False,0,False,False,False,2025-11-06T14:35:00+00:00,2025-11-06T14:40:00+00:00,2025-11-07T11:20:00+00:00,2025-11-06T14:40:00+00:00,2025-11,20.75,30.75651859114828,False,False,True,False
194686,194687,194934,1,3301.02,99.03059999999999,3201.9894,3201.9894,initial_stop,,,False,-1.0000000000000007,-1.0656666666666672,-1.0000000000000007,-99.03060000000005,6.5030094,-105.53360940000005,False,0,False,False,False,2025-11-06T15:50:00+00:00,2025-11-06T15:55:00+00:00,2025-11-07T12:30:00+00:00,2025-11-06T15:55:00+00:00,2025-11,20.666666666666668,30.943463338741168,False,False,True,False
194921,194922,195008,1,3230.45,96.91349999999998,3133.5364999999997,3426.83,opposite_signal_close,195003.0,3407.3,True,1.9255831230943086,1.8569908733045475,2.026343079137583,186.61500000000024,6.647515,179.96748500000024,False,0,False,False,False,2025-11-07T11:25:00+00:00,2025-11-07T11:30:00+00:00,2025-11-07T18:40:00+00:00,2025-11-07T11:30:00+00:00,2025-11,7.25,17.078659739084685,True,False,True,False
194934,194935,195008,1,3204.39,96.1317,3108.2583,3426.83,opposite_signal_close,195003.0,3407.3,True,2.212329543740516,2.1434505475301093,2.313908939506948,212.67500000000018,6.621454999999999,206.05354500000018,False,0,False,False,False,2025-11-07T12:30:00+00:00,2025-11-07T12:35:00+00:00,2025-11-07T18:40:00+00:00,2025-11-07T12:35:00+00:00,2025-11,6.166666666666667,23.19189416304212,True,False,True,False
195008,195009,195212,-1,3426.83,102.80489999999999,3529.6349,3423.1800000000003,break_even_marketable,195212.0,3423.1800000000003,True,0.035504144257711805,-0.031127018264697152,0.035504144257711805,3.649999999999636,6.85001,-3.200010000000364,False,1,False,False,True,2025-11-07T18:40:00+00:00,2025-11-07T18:45:00+00:00,2025-11-08T11:40:00+00:00,2025-11-07T18:45:00+00:00,2025-11,17.0,75.7207195391355,True,False,False,False
195214,195215,195440,1,3409.27,102.2781,3306.9919,3414.88,break_even_marketable,195440.0,3414.88,True,0.054850451856263735,-0.011871065262259204,0.054850451856263735,5.610000000000127,6.82415,-1.214149999999873,False,1,False,False,True,2025-11-08T11:50:00+00:00,2025-11-08T11:55:00+00:00,2025-11-09T06:40:00+00:00,2025-11-08T11:55:00+00:00,2025-11,18.833333333333332,23.850153711502912,True,False,False,False
195244,195245,195481,1,3381.54,101.44619999999999,3280.0938,3388.30308,break_even,195440.0,3414.88,True,0.1976568861130349,0.1307925625602552,0.06666666666666837,20.05154000000016,6.78313154,13.26840846000016,False,0,False,False,False,2025-11-08T14:20:00+00:00,2025-11-08T14:25:00+00:00,2025-11-09T10:05:00+00:00,2025-11-08T14:25:00+00:00,2025-11,19.75,34.17097576716972,False,False,False,False
195259,195260,195481,1,3380.3,101.409,3278.891,3387.0606000000002,break_even,195440.0,3414.88,True,0.20383102091530333,0.13696052322772137,0.06666666666666733,20.670299999999997,6.7812703,13.889029699999998,False,0,False,False,False,2025-11-08T15:35:00+00:00,2025-11-08T15:40:00+00:00,2025-11-09T10:05:00+00:00,2025-11-08T15:40:00+00:00,2025-11,18.5,37.388455894914046,False,False,True,False
195534,195535,195658,-1,3537.01,106.11030000000001,3643.1203,3643.1203,initial_stop,,,False,-0.9999999999999982,-1.067666666666665,-0.9999999999999982,-106.11029999999982,7.1801303,-113.29043029999983,False,0,False,False,False,2025-11-09T14:30:00+00:00,2025-11-09T14:35:00+00:00,2025-11-10T00:50:00+00:00,2025-11-09T14:35:00+00:00,2025-11,10.333333333333334,78.91772226336894,True,False,False,False
195828,195829,195999,1,3547.92,106.4376,3441.4824,3555.01584,break_even,195951.0,3631.1800000000003,True,0.4244545160732681,0.35736339489052826,0.06666666666666622,45.177920000000086,7.1410179199999995,38.03690208000009,False,0,False,False,False,2025-11-10T15:00:00+00:00,2025-11-10T15:05:00+00:00,2025-11-11T05:15:00+00:00,2025-11-10T15:05:00+00:00,2025-11,14.25,31.87790126905226,False,False,False,False
196148,196149,196347,1,3457.87,103.7361,3354.1339,3493.99,opposite_signal_close,196334.0,3481.78,True,0.28933996940313067,0.22238396276706088,0.3481912275475933,30.0150000000001,6.945755,23.0692450000001,False,0,False,False,False,2025-11-11T17:40:00+00:00,2025-11-11T17:45:00+00:00,2025-11-12T10:15:00+00:00,2025-11-11T17:45:00+00:00,2025-11,16.583333333333332,34.74998355232724,False,False,False,False
196347,196348,196571,-1,3493.99,104.81969999999998,3598.8097,3487.00202,break_even,196418.0,3373.86,True,0.6063649294932134,0.5403046277560398,0.06666666666666553,63.55898999999977,6.92442101,56.634568989999764,False,0,False,False,False,2025-11-12T10:15:00+00:00,2025-11-12T10:20:00+00:00,2025-11-13T04:55:00+00:00,2025-11-12T10:20:00+00:00,2025-11,18.666666666666668,64.28773456170636,False,False,True,True
196390,196391,196720,-1,3577.67,107.3301,3685.0001,3299.82,opposite_signal_close,196418.0,3373.86,True,2.243825357471948,2.179402516162753,2.588742580133624,240.82999999999993,6.914510000000001,233.91548999999992,False,0,False,False,False,2025-11-12T13:50:00+00:00,2025-11-12T13:55:00+00:00,2025-11-13T17:20:00+00:00,2025-11-12T13:55:00+00:00,2025-11,27.5,66.84443408825457,False,False,False,False
196720,196721,196735,1,3299.81,98.9943,3200.8157,3200.8157,initial_stop,,,False,-0.9999999999999984,-1.065666666666665,-0.9999999999999984,-98.99429999999984,6.5006257000000005,-105.49492569999984,False,0,False,False,False,2025-11-13T17:20:00+00:00,2025-11-13T17:25:00+00:00,2025-11-13T18:35:00+00:00,2025-11-13T17:25:00+00:00,2025-11,1.25,29.082328119369734,True,False,False,False
196730,196731,196855,1,3234.12,97.02359999999999,3137.0964,3137.0964,initial_stop,,,False,-1.0,-1.0656666666666665,-1.0,-97.02359999999999,6.3712164,-103.39481639999998,False,0,False,False,False,2025-11-13T18:10:00+00:00,2025-11-13T18:15:00+00:00,2025-11-14T04:35:00+00:00,2025-11-13T18:15:00+00:00,2025-11,10.416666666666666,20.603679096126356,True,False,True,False
196962,196963,197305,1,3083.3,92.499,2990.8010000000004,3219.61,opposite_signal_close,197295.0,3195.83,True,1.3450956226553785,1.2770838603660564,1.4736375528384085,124.41999999999985,6.29102,118.12897999999984,False,0,False,False,False,2025-11-14T13:30:00+00:00,2025-11-14T13:35:00+00:00,2025-11-15T18:05:00+00:00,2025-11-14T13:35:00+00:00,2025-11,28.583333333333332,36.15776733869891,False,False,True,False
197305,197306,197439,-1,3219.61,96.5883,3316.1983,3213.17078,break_even,197395.0,3136.01,True,0.4660979642461877,0.39989739554376724,0.06666666666666879,45.01961000000006,6.394200390000001,38.625409610000055,False,0,False,False,False,2025-11-15T18:05:00+00:00,2025-11-15T18:10:00+00:00,2025-11-16T05:15:00+00:00,2025-11-15T18:10:00+00:00,2025-11,11.166666666666666,69.8849838329945,False,False,False,False
197568,197569,197652,1,3113.3,93.399,3019.9010000000003,3019.9010000000003,initial_stop,,,False,-0.9999999999999988,-1.0656666666666654,-0.9999999999999988,-93.39899999999989,6.133201000000001,-99.53220099999989,False,0,False,False,False,2025-11-16T16:00:00+00:00,2025-11-16T16:05:00+00:00,2025-11-16T23:00:00+00:00,2025-11-16T16:05:00+00:00,2025-11,7.0,26.724315685261203,True,False,False,False
197574,197575,197900,1,3076.44,92.2932,2984.1468,2984.1468,initial_stop,,,False,-1.0000000000000007,-1.0656666666666674,-1.0000000000000007,-92.29320000000007,6.0605868,-98.35378680000007,False,0,False,False,False,2025-11-16T16:30:00+00:00,2025-11-16T16:35:00+00:00,2025-11-17T19:40:00+00:00,2025-11-16T16:35:00+00:00,2025-11,27.166666666666668,18.528591271186485,True,False,False,False
197860,197861,197898,1,3080.0,92.39999999999999,2987.6,2987.6,initial_stop,,,False,-1.000000000000001,-1.0656666666666677,-1.000000000000001,-92.40000000000009,6.0676000000000005,-98.46760000000009,False,0,False,False,False,2025-11-17T16:20:00+00:00,2025-11-17T16:25:00+00:00,2025-11-17T19:30:00+00:00,2025-11-17T16:25:00+00:00,2025-11,3.1666666666666665,37.743624161487105,False,False,False,False
197880,197881,197904,1,3058.99,91.76969999999999,2967.2203,2967.2203,initial_stop,,,False,-0.9999999999999983,-1.065666666666665,-0.9999999999999983,-91.76969999999983,6.0262103,-97.79591029999983,False,0,False,False,False,2025-11-17T18:00:00+00:00,2025-11-17T18:05:00+00:00,2025-11-17T20:00:00+00:00,2025-11-17T18:05:00+00:00,2025-11,2.0,33.50841505905224,False,False,False,False
197887,197888,198098,1,3033.2,90.996,2942.2039999999997,3039.2664,break_even,198075.0,3064.53,True,0.2054837575278064,0.13861160710361192,0.0666666666666684,18.69820000000027,6.0850982,12.613101800000269,False,0,False,False,False,2025-11-17T18:35:00+00:00,2025-11-17T18:40:00+00:00,2025-11-18T12:10:00+00:00,2025-11-17T18:40:00+00:00,2025-11,17.583333333333332,30.387494112813414,False,False,False,False
197897,197898,198150,1,3010.88,90.3264,2920.5536,3158.1,opposite_signal_close,198075.0,3064.53,True,1.111911910582066,1.0441333320048174,1.6298667942041285,100.43499999999995,6.122195000000001,94.31280499999994,False,0,False,False,False,2025-11-17T19:25:00+00:00,2025-11-17T19:30:00+00:00,2025-11-18T16:30:00+00:00,2025-11-17T19:30:00+00:00,2025-11,21.083333333333332,29.906770664667235,True,False,True,True
198150,198151,198309,-1,3158.1,94.743,3252.843,2998.97,opposite_signal_close,198301.0,3034.81,True,1.490453120547165,1.4252769070010454,1.6795963817907404,141.21000000000004,6.17499,135.03501000000003,False,0,False,False,False,2025-11-18T16:30:00+00:00,2025-11-18T16:35:00+00:00,2025-11-19T05:45:00+00:00,2025-11-18T16:35:00+00:00,2025-11,13.25,72.23106766049298,True,False,True,False
198178,198179,198309,-1,3163.79,94.91369999999999,3258.7037,2998.97,opposite_signal_close,198301.0,3034.81,True,1.5477217725154546,1.4826028276213035,1.736524864166081,146.9000000000001,6.180680000000001,140.7193200000001,False,0,False,False,False,2025-11-18T18:50:00+00:00,2025-11-18T18:55:00+00:00,2025-11-19T05:45:00+00:00,2025-11-18T18:55:00+00:00,2025-11,10.916666666666666,67.08874787259997,False,False,False,False
198309,198310,198451,1,2998.96,89.9688,2908.9912,2908.9912,initial_stop,,,False,-1.000000000000001,-1.0656666666666679,-1.000000000000001,-89.9688000000001,5.9079512,-95.8767512000001,False,0,False,False,False,2025-11-19T05:45:00+00:00,2025-11-19T05:50:00+00:00,2025-11-19T17:35:00+00:00,2025-11-19T05:50:00+00:00,2025-11,11.833333333333334,14.685685083376498,True,False,True,False
198429,198430,198459,1,2982.83,89.4849,2893.3451,2893.3451,initial_stop,,,False,-0.9999999999999992,-1.0656666666666659,-0.9999999999999992,-89.48489999999993,5.876175099999999,-95.36107509999992,False,0,False,False,False,2025-11-19T15:45:00+00:00,2025-11-19T15:50:00+00:00,2025-11-19T18:15:00+00:00,2025-11-19T15:50:00+00:00,2025-11,2.5,28.659315733087624,True,False,True,False
198439,198440,198729,1,2948.11,88.4433,2859.6667,2859.6667,initial_stop,,,False,-0.999999999999999,-1.0656666666666659,-0.999999999999999,-88.44329999999991,5.807776700000001,-94.25107669999991,False,0,False,False,False,2025-11-19T16:35:00+00:00,2025-11-19T16:40:00+00:00,2025-11-20T16:45:00+00:00,2025-11-19T16:40:00+00:00,2025-11,24.166666666666668,25.247323943409143,True,False,False,False
198448,198449,198733,1,2925.11,87.7533,2837.3567000000003,2837.3567000000003,initial_stop,,,False,-0.9999999999999983,-1.0656666666666652,-0.9999999999999983,-87.75329999999985,5.762466700000001,-93.51576669999986,False,0,False,False,False,2025-11-19T17:20:00+00:00,2025-11-19T17:25:00+00:00,2025-11-20T17:05:00+00:00,2025-11-19T17:25:00+00:00,2025-11,23.75,30.075662035395894,False,False,True,False
