编号,币种,周期,入场时间UTC,退出根或末根开盘UTC,未平仓数据末端收盘UTC,入场价,初始止损,退出价,净R,路径分类,为何退出,当时与后续事实,待验证不足,交易唯一键
T463,ZENUSDT,1h,2025-07-09 13:00:00+00:00,2025-07-12 00:00:00+00:00,,7.642,7.476,8.0,2.0645542168674624,盈利保护退出,持仓第60根K，最低价7.963触及当时已生效保护价8；按追踪止损在8退出，扣费后净+2.06R。,距V9 14根，较父V9独立模拟入场价+0.78%；初始风险2.17%（2.01个信号ATR），往返成本0.092R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.90倍。 原账本最大浮盈5.72R；5分钟审计得到实际止损前浮盈范围5.72–5.72R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+2.16R，激活不保证保本。 退出下一根起48根内，最高回到原入场+4.54R，最低到+0.23R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:ZENUSDT:1h:box_any:8760
T464,PENDLEUSDT,1h,2025-07-09 14:00:00+00:00,2025-07-11 22:00:00+00:00,,3.5764,3.4165,3.9089,2.034691682301441,盈利保护退出,持仓第57根K，最低价3.8745触及当时已生效保护价3.9089；按追踪止损在3.9089退出，扣费后净+2.03R。,距V9 16根，较父V9独立模拟入场价+3.42%；初始风险4.47%（3.79个信号ATR），往返成本0.045R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量2.95倍。 原账本最大浮盈3.91R；5分钟审计得到实际止损前浮盈范围3.91–3.91R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+2.08R，激活不保证保本。 退出下一根起48根内，最高回到原入场+2.71R，最低到+0.86R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:PENDLEUSDT:1h:box_any:8761
T465,WIFUSDT,1h,2025-07-09 18:00:00+00:00,2025-07-11 21:00:00+00:00,,0.8696,0.8428,0.9766,3.9276417910447705,盈利保护退出,持仓第52根K，最低价0.9609触及当时已生效保护价0.9766；按追踪止损在0.9766退出，扣费后净+3.93R。,距V9 23根，较父V9独立模拟入场价+0.06%；初始风险3.08%（2.01个信号ATR），往返成本0.065R。 入场信号收盘在六均线上方，IMACD未同时满足向上和增强，相对成交量2.08倍。 原账本最大浮盈7.60R；5分钟审计得到实际止损前浮盈范围7.60–7.60R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+3.99R，激活不保证保本。 退出下一根起48根内，最高回到原入场+6.23R，最低到+1.44R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；突破当时支撑或动能不完整，但此前单加六均线门未改善全池，不能直接套门；作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:WIFUSDT:1h:box_any:8765
T466,FILUSDT,1h,2025-08-08 19:00:00+00:00,2025-08-11 21:00:00+00:00,,2.542,2.46,2.46,-1.062000000000001,到过1R后回吐,持仓第75根K，最低价2.458触及当时已生效保护价2.46；按初始止损在2.46退出，扣费后净-1.06R。,距V9 32根，较父V9独立模拟入场价+4.39%；初始风险3.23%（2.75个信号ATR），往返成本0.062R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.26倍。 原账本最大浮盈1.71R；5分钟审计得到实际止损前浮盈范围1.71–1.71R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘1.61R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+2.34R，最低到-1.21R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；退出后48根内曾回到+1R；属事后重启机会，不能证明放宽原止损会赚钱,binance_um:FILUSDT:1h:box_any:9486
T467,JUPUSDT,1h,2025-08-10 03:00:00+00:00,2025-08-10 07:00:00+00:00,,0.5363,0.5184,0.5184,-1.0599217877094986,推进不足后止损,持仓第5根K，最低价0.513触及当时已生效保护价0.5184；按初始止损在0.5184退出，扣费后净-1.06R。,距V9 20根，较父V9独立模拟入场价+4.93%；初始风险3.34%（2.08个信号ATR），往返成本0.060R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量2.79倍。 原账本最大浮盈0.68R；5分钟审计得到实际止损前浮盈范围0.68–0.68R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.36R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+0.40R，最低到-2.74R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价,binance_um:JUPUSDT:1h:box_any:9518
T468,1000PEPEUSDT,1h,2025-08-22 16:00:00+00:00,2025-08-25 20:00:00+00:00,,0.0108841,0.0097699,0.0097699,-1.019537066953868,推进不足后止损,持仓第77根K，最低价0.009565触及当时已生效保护价0.0097699；按初始止损在0.0097699退出，扣费后净-1.02R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险10.24%（5.78个信号ATR），往返成本0.020R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量4.38倍。 原账本最大浮盈0.76R；5分钟审计得到实际止损前浮盈范围0.76–0.76R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.63R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.52R，最低到-1.18R。,当前事实不足以提出特定改法；先保留原规则作为对照。,binance_um:1000PEPEUSDT:1h:box_any:9819
T469,ENAUSDT,1h,2025-09-03 11:00:00+00:00,2025-09-04 15:00:00+00:00,,0.7185,0.68398,0.68398,-1.0416280417149475,推进不足后止损,持仓第29根K，最低价0.6748触及当时已生效保护价0.68398；按初始止损在0.68398退出，扣费后净-1.04R。,距V9 31根，较父V9独立模拟入场价+5.77%；初始风险4.80%（2.85个信号ATR），往返成本0.042R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量2.82倍。 原账本最大浮盈0.58R；5分钟审计得到实际止损前浮盈范围0.58–0.58R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.50R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+1.35R，最低到-2.27R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；退出后48根内曾回到+1R；属事后重启机会，不能证明放宽原止损会赚钱,binance_um:ENAUSDT:1h:box_any:10102
T470,APTUSDT,1h,2025-09-03 15:00:00+00:00,2025-09-04 05:00:00+00:00,,4.3716,4.2903,4.2903,-1.1075424354243528,推进不足后止损,持仓第15根K，最低价4.277触及当时已生效保护价4.2903；按初始止损在4.2903退出，扣费后净-1.11R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险1.86%（2.21个信号ATR），往返成本0.108R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量2.30倍。 原账本最大浮盈0.52R；5分钟审计得到实际止损前浮盈范围0.52–0.52R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.32R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.16R，最低到-2.13R。,当前事实不足以提出特定改法；先保留原规则作为对照。,binance_um:APTUSDT:1h:box_any:10106
T471,ARBUSDT,1h,2025-09-03 15:00:00+00:00,2025-09-04 05:00:00+00:00,,0.5164,0.49599,0.49599,-1.0506026457618824,推进不足后止损,持仓第15根K，最低价0.4944触及当时已生效保护价0.49599；按初始止损在0.49599退出，扣费后净-1.05R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险3.95%（2.91个信号ATR），往返成本0.051R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量2.96倍。 原账本最大浮盈0.14R；5分钟审计得到实际止损前浮盈范围0.14–0.14R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘-0.06R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.23R，最低到-1.89R。,当前事实不足以提出特定改法；先保留原规则作为对照。,binance_um:ARBUSDT:1h:box_any:10106
T472,UNIUSDT,1h,2025-09-03 21:00:00+00:00,2025-09-04 03:00:00+00:00,,9.718,9.538,9.538,-1.107977777777778,推进不足后止损,持仓第7根K，最低价9.521触及当时已生效保护价9.538；按初始止损在9.538退出，扣费后净-1.11R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险1.85%（2.01个信号ATR），往返成本0.108R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量0.45倍。 原账本最大浮盈0.24R；5分钟审计得到实际止损前浮盈范围0.24–0.24R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘-0.01R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+0.01R，最低到-3.13R。,当前事实不足以提出特定改法；先保留原规则作为对照。,binance_um:UNIUSDT:1h:box_any:10112
T473,ZECUSDT,1h,2025-09-07 01:00:00+00:00,2025-09-09 16:00:00+00:00,,46.22,43.49,48.36,0.7500219780219772,盈利保护退出,持仓第64根K，最低价48.26触及当时已生效保护价48.36；按追踪止损在48.36退出，扣费后净+0.75R。,距V9 6根，较父V9独立模拟入场价+7.02%；初始风险5.91%（3.26个信号ATR），往返成本0.034R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量12.01倍。 原账本最大浮盈2.12R；5分钟审计得到实际止损前浮盈范围2.12–2.12R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+0.78R，激活不保证保本。 退出下一根起48根内，最高回到原入场+1.08R，最低到+0.12R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:ZECUSDT:1h:box_any:10188
T474,1000PEPEUSDT,1h,2025-09-08 04:00:00+00:00,2025-09-09 15:00:00+00:00,,0.0099928,0.0097989,0.0102545,1.2465930892212516,盈利保护退出,持仓第36根K，最低价0.0101408触及当时已生效保护价0.0102545；按追踪止损在0.0102545退出，扣费后净+1.25R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险1.94%（2.38个信号ATR），往返成本0.103R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量3.01倍。 原账本最大浮盈4.35R；5分钟审计得到实际止损前浮盈范围4.35–4.35R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+1.35R，激活不保证保本。 退出下一根起48根内，最高回到原入场+3.69R，最低到+0.89R。,作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:1000PEPEUSDT:1h:box_any:10215
T475,BOMEUSDT,1h,2025-09-08 04:00:00+00:00,2025-09-14 11:00:00+00:00,,0.001965,0.001921,0.0021784,4.760681818181795,盈利保护退出,持仓第152根K，最低价0.00215触及当时已生效保护价0.0021784；按追踪止损在0.0021784退出，扣费后净+4.76R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险2.24%（2.24个信号ATR），往返成本0.089R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量2.30倍。 原账本最大浮盈8.52R；5分钟审计得到实际止损前浮盈范围8.52–8.52R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+4.85R，激活不保证保本。 退出下一根起48根内，最高回到原入场+4.75R，最低到-0.80R。,作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:BOMEUSDT:1h:box_any:10215
T476,UNIUSDT,1h,2025-09-08 11:00:00+00:00,2025-09-13 17:00:00+00:00,,9.64,9.365,9.96,1.0935272727272751,盈利保护退出,持仓第127根K，最低价9.926触及当时已生效保护价9.96；按追踪止损在9.96退出，扣费后净+1.09R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险2.85%（3.63个信号ATR），往返成本0.070R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量2.27倍。 原账本最大浮盈2.55R；5分钟审计得到实际止损前浮盈范围2.55–2.55R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+1.16R，激活不保证保本。 退出下一根起48根内，最高回到原入场+1.80R，最低到-2.37R。,作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:UNIUSDT:1h:box_any:10222
T477,OPUSDT,1h,2025-09-08 16:00:00+00:00,2025-09-14 04:00:00+00:00,,0.7505,0.7290800000000001,0.7988000000000001,2.184827264239045,盈利保护退出,持仓第133根K，最低价0.797触及当时已生效保护价0.7988；按追踪止损在0.7988退出，扣费后净+2.18R。,距V9 12根，较父V9独立模拟入场价+2.43%；初始风险2.85%（2.65个信号ATR），往返成本0.070R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量2.51倍。 原账本最大浮盈4.00R；5分钟审计得到实际止损前浮盈范围4.00–4.00R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+2.25R，激活不保证保本。 退出下一根起48根内，最高回到原入场+3.04R，最低到-0.92R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:OPUSDT:1h:box_any:10227
T478,APTUSDT,1h,2025-09-09 01:00:00+00:00,2025-09-09 15:00:00+00:00,,4.4203,4.3544,4.3544,-1.1341517450682883,到过1R后回吐,持仓第15根K，最低价4.3533触及当时已生效保护价4.3544；按初始止损在4.3544退出，扣费后净-1.13R。,距V9 10根，较父V9独立模拟入场价+0.27%；初始风险1.49%（2.01个信号ATR），往返成本0.134R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.77倍。 原账本最大浮盈1.73R；5分钟审计得到实际止损前浮盈范围1.73–1.73R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘1.47R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+1.95R，最低到-1.06R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；退出后48根内曾回到+1R；属事后重启机会，不能证明放宽原止损会赚钱,binance_um:APTUSDT:1h:box_any:10236
T479,BTCUSDT,1h,2025-09-09 08:00:00+00:00,2025-09-09 15:00:00+00:00,,112950.2,111092.0,111092.0,-1.12156947583683,推进不足后止损,持仓第8根K，最低价110715触及当时已生效保护价111092；按初始止损在111092退出，扣费后净-1.12R。,距V9 22根，较父V9独立模拟入场价+0.79%；初始风险1.65%（3.95个信号ATR），往返成本0.122R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量2.28倍。 原账本最大浮盈0.10R；5分钟审计得到实际止损前浮盈范围0.10–0.10R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.01R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+0.94R，最低到-1.19R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价,binance_um:BTCUSDT:1h:box_any:10243
T480,AEROUSDT,1h,2025-09-11 21:00:00+00:00,2025-09-14 14:00:00+00:00,,1.2194,1.1771,1.1771,-1.0576548463356978,到过1R后回吐,持仓第66根K，最低价1.1727触及当时已生效保护价1.1771；按初始止损在1.1771退出，扣费后净-1.06R。,距V9 8根，较父V9独立模拟入场价+2.51%；初始风险3.47%（2.56个信号ATR），往返成本0.058R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量2.13倍。 原账本最大浮盈1.98R；5分钟审计得到实际止损前浮盈范围1.98–1.98R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘1.83R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+3.75R，最低到-1.41R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；退出后48根内曾回到+1R；属事后重启机会，不能证明放宽原止损会赚钱,binance_um:AEROUSDT:1h:box_any:6750
T481,ARBUSDT,1h,2025-09-12 00:00:00+00:00,2025-09-14 12:00:00+00:00,,0.5298,0.51668,0.51668,-1.0807621951219502,盘中到2R但收盘未激活,持仓第61根K，最低价0.5141触及当时已生效保护价0.51668；按初始止损在0.51668退出，扣费后净-1.08R。,距V9 79根，较父V9独立模拟入场价+3.76%；初始风险2.48%（2.16个信号ATR），往返成本0.081R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.67倍。 原账本最大浮盈2.12R；5分钟审计得到实际止损前浮盈范围2.12–2.12R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘1.99R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.40R，最低到-3.55R。,等待超过48根，需检验突破时原启动结构是否已失效；已比V9入场更贵，需评估确认收益能否覆盖追价代价；盘中高点与收盘触发存在差异；此前全池最高价激活试验未通过，不能凭此单直接修改,binance_um:ARBUSDT:1h:box_any:10307
T482,ONEUSDT,1h,2025-09-12 00:00:00+00:00,2025-09-12 08:00:00+00:00,,0.01096,0.0107424,0.0107424,-1.100735294117649,推进不足后止损,持仓第9根K，最低价0.01066触及当时已生效保护价0.0107424；按初始止损在0.0107424退出，扣费后净-1.10R。,距V9 83根，较父V9独立模拟入场价+7.14%；初始风险1.99%（2.00个信号ATR），往返成本0.101R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.15倍。 原账本最大浮盈0.74R；5分钟审计得到实际止损前浮盈范围0.74–0.74R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.37R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+3.12R，最低到-1.61R。,等待超过48根，需检验突破时原启动结构是否已失效；已比V9入场更贵，需评估确认收益能否覆盖追价代价；退出后48根内曾回到+1R；属事后重启机会，不能证明放宽原止损会赚钱,binance_um:ONEUSDT:1h:box_any:10307
T483,WIFUSDT,1h,2025-09-12 00:00:00+00:00,2025-09-14 12:00:00+00:00,,0.9096,0.8836,0.9324,0.8069538461538476,盈利保护退出,持仓第61根K，最低价0.9286触及当时已生效保护价0.9324；按追踪止损在0.9324退出，扣费后净+0.81R。,距V9 80根，较父V9独立模拟入场价+4.97%；初始风险2.86%（3.00个信号ATR），往返成本0.070R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.26倍。 原账本最大浮盈3.10R；5分钟审计得到实际止损前浮盈范围3.10–3.10R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+0.88R，激活不保证保本。 退出下一根起48根内，最高回到原入场+1.41R，最低到-1.95R。,等待超过48根，需检验突破时原启动结构是否已失效；已比V9入场更贵，需评估确认收益能否覆盖追价代价；作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:WIFUSDT:1h:box_any:10307
T484,ARUSDT,1h,2025-09-12 20:00:00+00:00,2025-09-14 13:00:00+00:00,,7.475,7.152,7.152,-1.0462848297213634,到过1R后回吐,持仓第42根K，最低价7.145触及当时已生效保护价7.152；按初始止损在7.152退出，扣费后净-1.05R。,距V9 113根，较父V9独立模拟入场价+11.12%；初始风险4.32%（3.85个信号ATR），往返成本0.046R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量0.82倍。 原账本最大浮盈1.03R；5分钟审计得到实际止损前浮盈范围1.03–1.03R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.89R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.14R，最低到-2.14R。,等待超过48根，需检验突破时原启动结构是否已失效；已比V9入场更贵，需评估确认收益能否覆盖追价代价,binance_um:ARUSDT:1h:box_any:10327
T485,ENAUSDT,1h,2025-10-02 06:00:00+00:00,2025-10-06 04:00:00+00:00,,0.5996,0.57494,0.57494,-1.0486293592862932,盘中到2R但收盘未激活,持仓第95根K，最低价0.5731触及当时已生效保护价0.57494；按初始止损在0.57494退出，扣费后净-1.05R。,距V9 20根，较父V9独立模拟入场价+1.08%；初始风险4.11%（2.97个信号ATR），往返成本0.049R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.75倍。 原账本最大浮盈2.21R；5分钟审计得到实际止损前浮盈范围2.21–2.21R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘1.88R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+0.45R，最低到-2.75R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；盘中高点与收盘触发存在差异；此前全池最高价激活试验未通过，不能凭此单直接修改,binance_um:ENAUSDT:1h:box_any:10793
T486,ARUSDT,1h,2025-10-03 21:00:00+00:00,2025-10-04 01:00:00+00:00,,6.179,5.956,5.956,-1.0554170403587442,推进不足后止损,持仓第5根K，最低价5.951触及当时已生效保护价5.956；按初始止损在5.956退出，扣费后净-1.06R。,距V9 62根，较父V9独立模拟入场价+9.25%；初始风险3.61%（2.03个信号ATR），往返成本0.055R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.14倍。 原账本最大浮盈0.01R；5分钟审计得到实际止损前浮盈范围0.01–0.01R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘-0.12R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+0.45R，最低到-2.14R。,等待超过48根，需检验突破时原启动结构是否已失效；已比V9入场更贵，需评估确认收益能否覆盖追价代价,binance_um:ARUSDT:1h:box_any:10832
T487,ARBUSDT,1h,2025-10-06 15:00:00+00:00,2025-10-07 14:00:00+00:00,,0.4566,0.43761,0.43761,-1.048088467614535,推进不足后止损,持仓第24根K，最低价0.4341触及当时已生效保护价0.43761；按初始止损在0.43761退出，扣费后净-1.05R。,距V9 138根，较父V9独立模拟入场价+8.25%；初始风险4.16%（3.19个信号ATR），往返成本0.048R。 入场信号收盘在六均线上方，IMACD未同时满足向上和增强，相对成交量5.54倍。 原账本最大浮盈0.48R；5分钟审计得到实际止损前浮盈范围0.48–0.48R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.42R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.88R，最低到-2.53R。,等待超过48根，需检验突破时原启动结构是否已失效；已比V9入场更贵，需评估确认收益能否覆盖追价代价；突破当时支撑或动能不完整，但此前单加六均线门未改善全池，不能直接套门,binance_um:ARBUSDT:1h:box_any:10898
T488,BOMEUSDT,1h,2025-10-06 17:00:00+00:00,2025-10-07 14:00:00+00:00,,0.001781,0.0017193,0.0017193,-1.057730956239871,推进不足后止损,持仓第22根K，最低价0.0017触及当时已生效保护价0.0017193；按初始止损在0.0017193退出，扣费后净-1.06R。,距V9 125根，较父V9独立模拟入场价+5.82%；初始风险3.46%（2.66个信号ATR），往返成本0.058R。 入场信号收盘在六均线上方，IMACD未同时满足向上和增强，相对成交量1.28倍。 原账本最大浮盈0.68R；5分钟审计得到实际止损前浮盈范围0.68–0.68R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.47R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.28R，最低到-3.14R。,等待超过48根，需检验突破时原启动结构是否已失效；已比V9入场更贵，需评估确认收益能否覆盖追价代价；突破当时支撑或动能不完整，但此前单加六均线门未改善全池，不能直接套门,binance_um:BOMEUSDT:1h:box_any:10900
T489,ONEUSDT,1h,2025-10-25 00:00:00+00:00,2025-10-27 13:00:00+00:00,,0.00683,0.0064893,0.0064893,-1.0400939242735543,推进不足后止损,持仓第62根K，最低价0.00644触及当时已生效保护价0.0064893；按初始止损在0.0064893退出，扣费后净-1.04R。,距V9 17根，较父V9独立模拟入场价+3.96%；初始风险4.99%（3.30个信号ATR），往返成本0.040R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.62倍。 原账本最大浮盈0.29R；5分钟审计得到实际止损前浮盈范围0.29–0.29R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.03R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.29R，最低到-2.44R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价,binance_um:ONEUSDT:1h:box_any:11339
T490,BTCUSDT,1h,2025-10-25 07:00:00+00:00,2025-10-28 00:00:00+00:00,,111308.8,110312.5,113765.0,2.2418773461808534,盈利保护退出,持仓第66根K，最低价113710触及当时已生效保护价113765；按追踪止损在113765退出，扣费后净+2.24R。,距V9 26根，较父V9独立模拟入场价+0.17%；初始风险0.90%（2.00个信号ATR），往返成本0.223R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量0.58倍。 原账本最大浮盈5.09R；5分钟审计得到实际止损前浮盈范围5.09–5.09R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+2.47R，激活不保证保本。 退出下一根起48根内，最高回到原入场+4.78R，最低到-2.29R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:BTCUSDT:1h:box_any:11346
T491,AEROUSDT,1h,2025-11-27 20:00:00+00:00,2025-11-28 01:00:00+00:00,,0.7268,0.6973,0.6973,-1.049274576271186,推进不足后止损,持仓第6根K，最低价0.6955触及当时已生效保护价0.6973；按初始止损在0.6973退出，扣费后净-1.05R。,距V9 22根，较父V9独立模拟入场价-0.22%；初始风险4.06%（2.58个信号ATR），往返成本0.049R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量0.63倍。 原账本最大浮盈0.29R；5分钟审计得到实际止损前浮盈范围0.29–0.29R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.27R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.14R，最低到-2.02R。,当前事实不足以提出特定改法；先保留原规则作为对照。,binance_um:AEROUSDT:1h:box_any:8597
T492,ARUSDT,1h,2025-12-03 06:00:00+00:00,2025-12-05 09:00:00+00:00,,4.35,4.128,4.128,-1.0391891891891885,到过1R后回吐,持仓第52根K，最低价4.108触及当时已生效保护价4.128；按初始止损在4.128退出，扣费后净-1.04R。,距V9 13根，较父V9独立模拟入场价+3.60%；初始风险5.10%（3.61个信号ATR），往返成本0.039R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.04倍。 原账本最大浮盈1.14R；5分钟审计得到实际止损前浮盈范围1.14–1.14R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘1.05R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.91R，最低到-2.13R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价,binance_um:ARUSDT:1h:box_any:12281
T493,USELESSUSDT,1h,2025-12-03 22:00:00+00:00,2025-12-04 13:00:00+00:00,,0.1297,0.11916,0.11916,-1.0246110056926,推进不足后止损,持仓第16根K，最低价0.1183触及当时已生效保护价0.11916；按初始止损在0.11916退出，扣费后净-1.02R。,距V9 29根，较父V9独立模拟入场价+11.91%；初始风险8.13%（2.52个信号ATR），往返成本0.025R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量2.20倍。 原账本最大浮盈0.47R；5分钟审计得到实际止损前浮盈范围0.47–0.47R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.18R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.40R，最低到-2.61R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价,binance_um:USELESSUSDT:1h:box_any:2649
